"heterogeneidad
ambiental","geomorf
llanura","geomorf
pico","geomorf
interfluvio","geomorf
hombrera","geomorf
espolón/gajo","geomorf
vertiente","geomorf
vaguada","geomorf
piedemonte","geomorf
valle","geomorf
sima",Al,B,Ca,Cu,Fe,K,Mg,Mn,P,Zn,N,N.min.,pH,"elevacion
media","pendiente
media","orientacion
media","curvatura
perfil
media","curvatura
tangencial
media","abundancia
global","riqueza
global","riqueza
mifam","abundancia
mifam"
0.4032,0,0,1.22,0,6.23,84.65,7.31,0,0.59,0,1013.56244,1.50976,1873.07452,7.484,169.3424,174.48772,345.31828,593.44412,2.26524,4.21016,17.6616,12.43908,4.71792,118.91662749328613,8.33006718584448,259.6590787564462,7.431986361448551e-4,-7.952483030944961e-4,3842,155,10,54
0,0,0,0.19,0,5.1,85.72,7.13,0,1.8599999999999999,0,1262.35264,0.4812,1189.90408,5.33012,159.76404,89.17376,206.34656,411.44096,3.04908,2.65716,16.41632,12.13188,4.2964,131.9497521357422,10.516515407702327,269.61731131712645,-8.46793877519747e-4,-3.4254455445762913e-4,4027,169,10,73
0.6624,18.57,0,0.1,8.32,2.39,69.1,0.53,0.9900000000000001,0,0,1357.92468,0.2354,1045.21736,4.62248,177.7166,98.93424,188.16256,120.35408,5.0856,2.51296,17.5346,9.9918,4.12084,149.612631036499,8.041361063851415,241.09397240941524,0.0013150787932131125,3.4644545969341606e-4,3995,169,9,58
0.1472,28.84,0,0,3.7800000000000002,0.02,64.45,0,2.91,0,0,1212.02144,0.4402,1236.22028,6.3178,167.26568,91.46908,198.46728,341.34184,2.64316,2.4642,19.22192,11.2444,4.1282,153.99078813769532,2.9715409949373455,200.95786776943206,3.1812390947991956e-4,2.0151279655107786e-4,4111,180,12,77
0,3.8699999999999997,0,0.02,2.31,0.75,88.4,0.64,0.79,3.2199999999999998,0,1224.3872,0.58436,1366.20084,8.605,180.59228,127.33096,193.48524,521.16892,1.70724,2.68512,18.41064,12.541,4.1576,154.44353142230224,4.359673684944212,206.8107567783594,-3.9620516513350594e-4,-3.857814079092464e-4,4559,173,10,97
0.4608,0,0,0.41000000000000003,0,1.8599999999999999,96.65,1.08,0,0,0,958.60408,1.02476,1628.9744,7.39196,187.20824,166.6376,262.13736,393.69428,2.07072,3.30712,18.04436,20.04908,4.50452,120.64306789959717,8.496148997876048,262.6322612866834,4.791620592713343e-4,4.342218007055067e-4,3915,156,10,93
0,0,0,4.6899999999999995,0,6.41,75.31,4.3999999999999995,2.48,6.710000000000001,0,1260.59808,0.68944,1314.79336,4.80024,141.08968,110.83156,269.06264,294.67304,4.1028,2.95548,18.92764,16.21112,4.46092,131.7894135947876,7.988899408414214,235.0465909590073,-0.002334362634590886,3.258781850188256e-4,3536,164,9,78
0.6592,3.4000000000000004,0,0,4.8,0.9900000000000001,89.92999999999999,0.88,0,0,0,1280.10328,0.37996,909.32608,4.78156,191.0236,84.9496,205.35932,97.7732,4.93916,2.59364,16.59108,15.43316,4.05204,147.93852361022948,11.44049221431613,275.25996525502205,0.0024766346626823206,3.879219122495556e-4,3619,182,11,53
0.07679999999999998,86.1,0,0,5.08,0,7.17,0,1.6500000000000001,0,0,1304.17268,0.5188,1117.5724,5.7734,157.71204,130.3694,231.72528,254.28652,3.8532,2.58732,20.433,22.67264,4.24652,156.88225276385498,1.6886116845332086,202.63082424293756,4.1647145461702736e-4,5.143412940119788e-4,4387,176,10,65
0.21120000000000005,62.79,0,0,7.61,0.06,25.8,0.15,3.58,0.01,0,1125.74068,0.59432,1271.2058,6.777,165.65836,146.50684,199.93204,360.12848,2.01588,2.6746,20.99108,15.7242,4.33736,155.45191190673827,2.2234301567494867,119.15507840988413,-1.0603828658934163e-4,-2.0783950329187636e-4,5014,169,11,81
0.26880000000000015,0,0,0.13,0,15.620000000000001,76.77000000000001,5.2,0.02,2.26,0,804.96204,1.17772,1947.90596,8.29748,187.652,207.58808,316.05316,443.95808,1.7592,4.25764,30.09788,15.87932,4.77492,120.02278574938966,9.506794899356365,272.8757222551942,-3.015439798477018e-4,-2.4746555559262333e-4,3749,170,12,83
0.21120000000000005,0,0,7.06,2.09,6.3100000000000005,72.85000000000001,2.03,2.34,7.32,0,1157.26628,0.70176,1414.60264,5.48304,171.20196,138.90496,250.98012,258.33724,4.01948,3.19204,27.83632,20.57952,4.6726,129.7411751274414,5.949526223685592,233.7472679946538,-2.400936683037799e-4,7.726889858446382e-5,4082,175,12,91
0.6239999999999999,0,0,0,0,1.6400000000000001,94.21000000000001,2.68,0.7100000000000001,0.76,0,1130.7224,0.34772,1121.98404,5.29832,204.55984,111.69532,223.81848,136.71156,4.76356,3.03268,23.78884,16.47284,4.2922,143.397564819458,12.834271751210094,280.0048008806892,-0.0011503687471145438,-7.615568272484324e-4,4044,195,12,112
0.43520000000000003,66.92,0,0,7.21,0.01,25.790000000000003,0,0.06999999999999999,0,0,1055.48404,0.76788,1740.29988,6.4956,183.49752,154.91056,306.96672,320.76696,3.026,3.44568,31.06028,14.15144,4.69712,157.31682480822755,2.8124855400783475,196.8534112728045,0.001590475299776938,3.415661157801196e-4,3954,167,9,65
0.6079999999999999,56.95,0,0.03,4.82,0.02,33.660000000000004,0,4.25,0.27,0,943.2088,0.90908,1658.3516,7.0382,149.49928,190.32096,322.94476,237.85752,2.95544,4.09124,32.75832,9.87668,4.74796,155.7975042182007,2.312879855056107,116.29268183021992,-1.8351405031288552e-4,-4.85366336643608e-5,4351,181,10,70
0.3648,0.9299999999999999,0,0.05,2.81,11.12,78.39,5.62,0.09,0.9900000000000001,0,644.72224,0.9788,1566.80184,6.24088,165.5448,149.67524,242.24728,334.3206,1.5106,4.92072,33.83268,19.85712,4.96144,122.35148856167602,8.223579913896323,234.19709354590177,7.255508223925517e-4,-5.943964838171155e-4,3537,138,5,37
0,7.31,0.1,1.7000000000000002,3.75,3.0300000000000002,69.02000000000001,3.36,8.76,2.97,0,848.15344,0.64652,1151.22992,5.1384,138.47796,131.4102,203.5124,251.53632,2.90336,4.47264,30.03868,19.38572,4.9748,131.06328726986695,5.306189376464486,224.9945384592794,-7.718347025286817e-4,6.76114381491675e-4,3972,163,8,78
0.3327999999999999,0,0,0,0,2.74,93.41000000000001,2.4299999999999997,0.5700000000000001,0.8500000000000001,0,638.71768,0.47056,1010.58888,3.7274,94.50952,100.97304,182.0278,101.42556,2.07696,3.8254,30.91848,12.76032,4.84068,143.7742045656128,11.591206511569023,254.74097141377925,-1.829774686370456e-4,-9.572460273365664e-4,4436,164,9,78
0.6528,23.54,0,0,9.1,0,66.28,0,1.08,0,0,1013.55576,0.93808,1379.61968,6.09004,143.43312,161.6444,269.93272,284.21028,4.04536,5.16404,36.89956,13.941,4.75024,157.5246530881958,4.940231214523315,218.75463400806188,0.001223202749309479,2.450076024152281e-4,3596,162,11,84
0.6144000000000001,21.38,0,0,0.45999999999999996,0.21,65.81,0.62,10.72,0.8,0,841.9146,0.78008,1318.37768,5.26196,145.11908,124.2156,257.45124,209.3292,2.41024,3.87976,36.74812,11.19868,4.75976,157.32588188153076,4.395771198723093,166.25404562100172,-9.548923433881491e-4,-3.8530799675596085e-4,3716,173,13,59
0.4927999999999999,0.45999999999999996,0,0.6,2.86,6.32,82.26,5.26,1.32,0.9199999999999999,0,836.80364,1.3264,1873.11988,7.301,160.57508,197.62396,259.63828,327.855,2.0094,5.57804,33.181,21.85324,5.00428,127.61702309051513,6.846781009657309,236.984240791893,7.706311932388586e-4,3.001398082864043e-4,4196,169,9,82
0.7263999999999999,0,0,1.38,0.76,8.75,78.72,3.63,3.5900000000000003,3.17,0,994.05956,1.26224,1836.41844,7.2544,150.13084,200.43848,305.0934,336.47924,4.90372,6.4296,28.85868,22.5326,5.15908,135.60851464312745,7.935744028786942,216.708023817423,-0.0020487402715941927,3.975239982803146e-4,4165,162,8,116
0.07679999999999998,0,0,0,0,0.8500000000000001,98.18,0.97,0,0,0,707.71672,0.77364,1186.61392,4.34448,117.07408,117.20788,186.69552,205.45152,3.11964,4.2454,30.78876,11.042,5.05812,150.0287367982788,9.855795494294167,250.16829163513182,0.0017835889986842404,3.7519085930866824e-4,4241,155,7,59
0,10.95,0,0,4.79,0.18,80.97,0.32,2.74,0.05,0,1064.6256,1.17532,1656.36476,7.4552,164.64424,159.9986,286.40564,388.03692,5.21556,5.91652,36.53824,7.09476,5.05132,160.71999243847657,4.4732400627821685,241.8932644439697,9.481905437327442e-4,2.0863770629396045e-4,4069,154,8,64
0.3327999999999999,43.35,0,0,6.38,0,47.73,0.09,2.45,0,0,1230.49468,1.38336,1643.11944,7.82752,183.7992,168.62984,270.86336,400.37024,3.80704,5.39516,32.63108,17.11192,4.85808,164.0577842046509,2.9281562708474698,205.93960432596208,5.707676800058948e-4,2.893445756038773e-4,4048,147,9,86
0.4032,0,0,1.0999999999999999,0,9.719999999999999,82.13000000000001,6.2,0.19,0.66,0,790.15336,1.46984,2288.02808,9.328,198.4392,221.93992,375.74852,486.40336,2.91232,6.84324,41.64388,22.15292,4.93364,128.12570510195923,8.194706939403712,278.9174058938079,8.485773316317875e-4,5.651740053415892e-5,4051,165,8,71
0.3648,7.449999999999999,0,2.77,4.55,3.55,67.63,4.81,8.260000000000002,0.98,0,1119.73056,1.1756,1814.7732800000001,8.05352,175.822,207.7472,314.90252,491.51428,3.40312,6.7404,38.92268,19.59704,4.9354,137.4386124840088,6.521946092594788,231.66830308796744,-0.001938018259945989,1.6003963296820986e-4,3946,160,9,78
0,0,0,0,0.2,8.99,85.96000000000001,4.17,0,0.6799999999999999,0,1102.96248,1.43692,2026.07276,7.96676,187.93804,221.69932,321.24588,548.331,6.19656,7.36012,39.04968,15.07688,4.88152,150.88790367474365,9.839432739862799,274.1616010376811,0.0021283950925923135,3.768489163012419e-4,3753,153,8,75
0,12.920000000000002,0,0,3.1199999999999997,0.03,82.83,0.06999999999999999,1.03,0,0,1164.95112,1.46856,2032.29388,7.94704,183.26968,215.24008,376.53212,553.71872,6.25144,7.05788,31.66516,26.97056,4.93488,162.72233549157716,5.876056042378396,252.49312943954467,9.549638951038047e-4,2.7767728701014676e-4,3716,146,7,49
0.6208,69.15,0,0.09,3.17,0.06999999999999999,21.8,0,5.72,0,0,1172.94976,1.23084,1805.04468,7.14824,189.99692,175.7906,297.12196,404.045,5.6252,7.08976,30.54752,29.00896,4.77104,167.04187445788574,2.2425321703135968,213.9946270349443,2.2239027390924095e-6,-7.965610783321608e-5,4263,161,9,128
0.4032,0,0,0.77,0,4.760000000000001,86.16,7.3,0,1.01,0,797.22592,1.99308,3114.36128,12.13564,246.92548,310.86508,582.56012,550.88992,2.57328,10.78212,38.1378,31.46776,4.89252,124.5536221932373,8.634413857174664,254.04987544108332,6.500406973077588e-4,-0.0015521411975128899,3978,174,10,83
0.1472,0,0,2.4699999999999998,0.8,8.649999999999999,81.87,3.6799999999999997,2.39,0.13999999999999999,0,1033.7388,1.16824,2176.3146,9.97004,223.95776,236.06648,383.70024,529.0872,1.3651199999999999,8.96552,30.39916,26.46048,4.829,136.6789578151245,7.157040205884725,265.9414804649252,-8.320774566466302e-5,9.488683484344918e-4,4051,169,10,83
0.07679999999999998,0,0,0,0,2.13,97.47,0.4,0,0,0,1166.23588,1.17224,2154.33472,10.28108,273.3936,249.97808,328.69116,589.42424,2.18936,8.77904,32.191160000000004,27.4774,4.82804,149.4897186182251,10.396742073595524,284.9276046722889,-2.9982238762530354e-4,0.0013617113245342352,4531,167,11,86
0.5568,13.36,0,0,6.08,6.65,73.91,0,0,0,0,1053.44256,1.24832,2222.04072,9.00388,261.28372,251.34784,348.04156,525.75408,2.31204,7.831,25.223,39.27656,4.94864,163.69264236120605,9.306653521387279,283.38872922161073,0.0027196677032137813,0.0014228895440681869,4323,166,11,102
0.3423999999999999,55.93,0,0,4.37,0,38.4,0.09,1.21,0,0,872.39684,1.83836,2721.2012,8.45536,260.26808,264.50464,455.7394,513.52176,3.17768,9.39208,25.70404,38.14724,5.02364,167.7901342772827,3.5179997448028995,214.32592325291102,0.0018352793072717304,6.138801143903948e-4,3632,156,7,69
0.1472,0,0,1.82,0.69,8.27,84.28,2.67,0.02,2.25,0,791.11768,1.25436,3189.71996,7.04104,228.12284,256.95232,620.89352,371.13496,1.51256,12.97524,21.79476,37.09404,4.68412,124.02532822558594,9.896474793773889,286.40592475806477,0.0033447898499723975,2.6327351699801505e-4,3874,166,8,53
0.3648,0.02,0,0.02,1.25,1.77,91.3,3.49,1.3,0.8500000000000001,0,853.5622,0.94416,2272.75152,7.10896,190.7156,189.502,400.37,410.18184,1.20892,10.63096,14.890319999999999,41.35176,4.52992,132.6765927772827,6.043454486650228,273.68607979142564,-8.82296709514774e-6,-4.5485422721200727e-4,3960,165,10,92
0.4608,0,0,1.16,0.12,2.23,89.18,3.26,3.7199999999999998,0.33,0,787.20728,1.32144,2623.49316,10.3872,252.47976,290.58492,433.15976,516.65944,0.99936,10.9244,18.82576,42.19536,4.87296,140.77901443688964,6.812923169614747,292.37806065051257,-0.0010199165675633451,1.8749421709221678e-4,4597,169,10,66
0.4992,0,0,0,0,0.38,98.5,0.52,0.6,0,0,612.2286,1.76808,2986.50232,10.95828,247.31548,306.73588,548.86048,507.57932,0.8434,11.18948,22.64272,41.89168,5.00388,148.39828914440918,9.222449470567703,320.8506278244857,-0.0018412618991027188,-2.8625983477022024e-5,4503,170,11,101
0.6368,0,0,0,0,0.75,97.71,1.1900000000000002,0.35000000000000003,0,0,569.53148,1.7374,2872.58048,8.21896,241.44388,295.57168,537.51992,367.5458,1.6646,10.58664,22.4054,38.22128,5.02052,153.6271419503174,10.643899957072735,273.2053293263456,-9.962888073184728e-4,-3.449915134356726e-5,4034,193,12,129
